Ticker,GFValue,SmartScore,Price,Market Capitalization,Sector,Industry
WHR,154.6,2.0,110.19,6044253536.0,Consumer Durables,Electronics/Appliances
WINA,268.89,8.0,377.38,1316110500.0,Retail Trade,Apparel/Footwear Retail
WING,243.08,10.0,294.15,8652398776.0,Consumer Services,Restaurants
WIRE,166.8,7.0,237.15,3741351134.0,Producer Manufacturing,Electrical Products
WIT,6.73,9.0,5.85,30714632656.7368,Technology Services,Information Technology Services
WIX,103.22,10.0,130.94,7484673375.999999,Technology Services,Information Technology Services
WK,114.52,3.0,93.47,5051870048.0,Technology Services,Information Technology Services
WKC,28.41,8.0,23.15,1393672472.0,Distribution Services,Wholesale Distributors
WLK,117.78,4.0,142.8,18298501252.0,Process Industries,Chemicals: Specialty
WLYB,47.83,,33.55,1845449011.0,Consumer Services,Publishing: Books/Magazines
WM,177.65,9.0,189.49,76321922548.0,Industrial Services,Environmental Services
WMB,32.71,8.0,34.04,41409615406.0,Industrial Services,Oil & Gas Pipelines
WMG,36.13,5.0,35.29,18294599793.000004,Commercial Services,Commercial Printing/Forms
WMK,73.33,4.0,60.78,1634887346.0000002,Retail Trade,Food Retail
WMT,54.97,10.0,169.37,455983598898.0001,Retail Trade,Specialty Stores
WNC,26.65,7.0,25.48,1174304463.0,Producer Manufacturing,Trucks/Construction/Farm Machinery
WNS,99.89,8.0,57.95,2712634610.0,Commercial Services,Miscellaneous Commercial Services
WOLF,100.78,9.0,28.38,3570227149.0,Electronic Technology,Semiconductors
WOR,25.47,8.0,58.19,2909173402.9999995,Non-Energy Minerals,Steel
WPC,85.49,7.0,61.35,13415519198.0,Finance,Real Estate Investment Trusts
WPM,37.76,7.0,45.9,20792522939.412243,Non-Energy Minerals,Precious Metals
WPP,70.54,7.0,49.75,10563989024.8564,Commercial Services,Advertising/Marketing Services
WSO,346.84,8.0,409.41,16138852240.0,Producer Manufacturing,Building Products
WT,6.93,7.0,6.95,1044830707.0000002,Miscellaneous,Investment Trusts/Mutual Funds
WTRG,56.35,8.0,35.43,9683018651.000002,Utilities,Water Utilities
WTS,180.93,6.0,213.31,7108821079.999999,Producer Manufacturing,Industrial Machinery
WTW,263.22,7.0,270.11,27891666886.0,Finance,Insurance Brokers/Services
WU,15.11,8.0,12.08,4401456798.0,Finance,Finance/Rental/Leasing
WWD,145.14,9.0,137.68,8301891269.0,Producer Manufacturing,Industrial Machinery
WY,29.85,9.0,33.01,24097331011.0,Finance,Real Estate Investment Trusts
X,27.11,3.0,46.36,10372143253.0,Non-Energy Minerals,Steel
XENE,,9.0,48.18,3560080477.0,Health Technology,Pharmaceuticals: Major
XHR,27.44,4.0,13.15,1383393965.0,Finance,Real Estate Investment Trusts
XNCR,27.48,6.0,18.65,1135322426.0,Health Technology,Biotechnology
XOM,102.79,10.0,103.97,415544640709.0,Energy Minerals,Integrated Oil
XP,70.4,10.0,24.66,13515732711.0,Finance,Investment Banks/Brokers
XPEL,94.41,7.0,52.63,1454111875.0,Consumer Durables,Automotive Aftermarket
XPEV,35.97,8.0,8.42,7974182045.019959,Consumer Durables,Motor Vehicles
XPO,44.52,6.0,118.04,13689473689.0,Transportation,Trucking
XPRO,0.0,7.0,17.55,1942293999.9999995,Energy Minerals,Oil & Gas Production
XRAY,41.97,7.0,33.16,7025290743.0,Health Technology,Medical Specialties
XRX,19.41,7.0,18.48,2271302791.0,Electronic Technology,Computer Peripherals
XYL,117.59,4.0,122.38,29503097326.0,Producer Manufacturing,Industrial Machinery
YELP,46.04,8.0,45.0,3081274681.0,Technology Services,Internet Software/Services
YETI,52.73,6.0,45.46,3948331954.000001,Producer Manufacturing,Miscellaneous Manufacturing
YMM,0.0,6.0,6.07,6497454035.0,Technology Services,Packaged Software
YOU,0.0,3.0,19.3,2910541744.9999995,Technology Services,Packaged Software
YPF,11.96,7.0,15.81,9422954121.873907,Energy Minerals,Integrated Oil
YUM,140.77,5.0,130.4,36552191160.0,Consumer Services,Restaurants
YUMC,63.03,7.0,39.65,16131521081.000002,Consumer Services,Restaurants
YY,42.85,6.0,33.28,2023273850.0,Technology Services,Data Processing Services
Z,47.58,2.0,56.28,13046333247.000002,Technology Services,Information Technology Services
ZBH,136.31,10.0,123.04,25712987105.0,Health Technology,Medical Specialties
ZBRA,256.83,6.0,247.12,12691985060.000002,Electronic Technology,Computer Processing Hardware
ZD,79.45,6.0,66.52,3058905592.0,Technology Services,Internet Software/Services
ZETA,0.0,5.0,9.77,2093491454.9999995,Technology Services,Packaged Software
ZI,46.26,7.0,15.11,5889611615.0,Technology Services,Packaged Software
ZIP,0.0,8.0,14.34,1378359065.0000002,Technology Services,Internet Software/Services
ZLAB,97.97,7.0,19.605,1953511548.26366,Health Technology,Biotechnology
ZM,112.65,6.0,63.9,19452772599.0,Technology Services,Packaged Software
ZS,323.46,6.0,249.41,36995842580.99999,Technology Services,Data Processing Services
ZTO,28.9,4.0,17.06,14085563043.9524,Transportation,Air Freight/Couriers
ZTS,198.23,9.0,195.75,89871502464.0,Health Technology,Pharmaceuticals: Major
ZUO,11.49,6.0,8.64,1236513648.9999998,Technology Services,Packaged Software
ZWS,30.79,5.0,33.25,5718871639.0,Producer Manufacturing,Industrial Machinery
