Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
RWAYZ,Runway Growth Finance Corp. - 8.00% Notes due 2027,24.7999,-0.00040323,-0.0001,Buy,357,8853.5643,533912187,15.59251808,1.5905,Finance,Finance/Rental/Leasing
RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027,24.4878,-0.00898326,-0.0022,Buy,3452,84531.8856,533912187,15.39629047,1.5905,Finance,Finance/Rental/Leasing
RWAY,Runway Growth Finance Corp.,13.18,-0.60331825,-0.08,Buy,87066,1147529.88,533912187,8.28670229,1.5905,Finance,Finance/Rental/Leasing
RVYL,Ryvyl Inc.,4.9,1.23966942,0.06,Sell,25544,125165.6,25675999,,-11.7408,Technology Services,Packaged Software
RVTY,"Revvity, Inc.",113.44,0.64767989,0.73,Sell,1100639,124856488.16,14081847250.000002,17.65822982,6.4343,Health Technology,Medical Specialties
RVT,"Royce Value Trust, Inc.",13.14,-1.12866817,-0.15,Sell,121168,1592147.52,1467360000,5.91891892,2.22,Miscellaneous,Investment Trusts/Mutual Funds
RVSN,Rail Vision Ltd.,0.504359,-0.12693069,-0.000641,Sell,4909,2475.898331,12097700,,-0.6648,Transportation,Other Transportation
RVSB,Riverview Bancorp Inc,5.85,-0.17064846,-0.01,Sell,13257,77553.45,123563227.99999999,7.72277228,0.7578,Finance,Savings Banks
RVRB,Advisors Series Trust Reverb ETF,23.276,-1.13913405,-0.2682,Neutral,20,465.52,,,,Miscellaneous,Investment Trusts/Mutual Funds
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",5.45,-7.62711864,-0.45,Buy,158239,862402.55,123443939,,-1.4365,Health Technology,Pharmaceuticals: Major
RVP,"Retractable Technologies, Inc.",1.23,-4.65116279,-0.06,Neutral,55299,68017.77,36822706,,-0.0832,Health Technology,Medical Specialties
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF,24.305,0.02057613,0.005,Sell,4420,107428.1,,,,Miscellaneous,Investment Trusts/Mutual Funds
RVNC,"Revance Therapeutics, Inc.",16.8,-2.60869565,-0.45,Sell,2472756,41542300.80000001,1477649988,,-4.5358,Health Technology,Pharmaceuticals: Major
RVMD,"Revolution Medicines, Inc.",31.76,-2.42703533,-0.79,Neutral,3171989,100742370.64,3467236017,,-3.1373,Health Technology,Pharmaceuticals: Other
RVLV,"Revolve Group, Inc.",13.05,-3.54767184,-0.48,Strong Sell,1933846,25236690.3,958893357.0000002,23.45856552,0.5633,Retail Trade,Internet Retail
RVLP,RVL Pharmaceuticals plc,0.1225,2.16847373,0.0026,Sell,4538857,556009.9825,13647241,,-0.6978,Health Technology,Pharmaceuticals: Major
RUSHB,"Rush Enterprises, Inc.",44.31,-1.42380423,-0.64,Sell,178866,7925552.46,3317397170.0000005,6.63373007,4.5911,Retail Trade,Specialty Stores
RUSHA,"Rush Enterprises, Inc.",40,-1.30767333,-0.53,Sell,479167,19166680,3317397170.0000005,5.98847219,4.5911,Retail Trade,Specialty Stores
RUNN,Running Oak Efficient Growth ETF,26.0603,-0.71699335,-0.1882,Strong Sell,3839,100045.4917,,,,Miscellaneous,Investment Trusts/Mutual Funds
RUN,Sunrun Inc.,15.06,-2.83870968,-0.44,Sell,8689918,130870165.08,3270781566,40.29970565,0.4239,Utilities,Alternative Power Generation
RUM,Rumble Inc.,6.79,-3.13837375,-0.22,Strong Sell,1908883,12961383.47,2620422355,,-0.3029,Technology Services,Internet Software/Services
RULE,Adaptive Core ETF,19.2738,-1.35879996,-0.2655,Sell,5413,104329.0794,,,,Miscellaneous,Investment Trusts/Mutual Funds
RUFF,Alpha Dog ETF,19.9705,-1.48435727,-0.3009,Neutral,7,139.7935,,,,Miscellaneous,Investment Trusts/Mutual Funds
RTX,RTX Corporation,75.8,0.39735099,0.3,Sell,16049827,1216576886.6,110328042552,20.09757132,3.7995,Electronic Technology,Aerospace & Defense
RTO,Rentokil Initial plc,37.15,0,0,Neutral,113981,4234394.15,18784835608.5574,50.40705563,0.7395,Commercial Services,Miscellaneous Commercial Services
RTH,VanEck Retail ETF,175.81,-1.25252752,-2.23,Neutral,1189,209038.09,,,,Miscellaneous,Investment Trusts/Mutual Funds
RTC,Baijiayun Group Ltd - Class,4.6599,2.52805281,0.1149,Sell,6267,29203.5933,390433493.00000006,,,Technology Services,Packaged Software
RTAI,Rareview Tax Advantaged Income ETF,19.13,0.15706806,0.03,Sell,8319,159142.47,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSVR,"Reservoir Media, Inc..",5.85,0,0,Buy,194550,1138117.5,378526842.99999994,140.28776978,0.0426,Commercial Services,Miscellaneous Commercial Services
RSST,Tidal Trust II Return Stacked U.S. Stocks & Managed Futures ETF,20.05,-1.23152709,-0.25,,35886,719514.3,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSSS,"Research Solutions, Inc",2.56,0.78740157,0.02,Strong Buy,38466,98472.96,75521951,135.44973545,0.02,Commercial Services,Miscellaneous Commercial Services
RSPU,Invesco S&P 500 Equal Weight Utilities ETF,54.85,-0.41757444,-0.23,Buy,28600,1568710,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPT,Invesco S&P 500 Equal Weight Technology ETF,28.65,-1.74897119,-0.51,Sell,247770,7098610.5,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPS,Invesco S&P 500 Equal Weight Consumer Staples ETF,31.62,-0.78443677,-0.25,Sell,95588,3022492.56,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPR,Invesco S&P 500 Equal Weight Real Estate ETF,30.83,-0.18939087,-0.0585,Neutral,113804,3508577.32,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPN,Invesco S&P 500 Equal Weight Industrials Portfolio,39.55,-0.4781077,-0.19,Sell,102514,4054428.7,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPM,Invesco S&P 500 Equal Weight Materials ETF,32.0673,-1.10224613,-0.3574,Sell,26423,847314.2679,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPH,Invesco S&P 500 Equal Weight Health Care ETF,28.28,-0.66736916,-0.19,Sell,55656,1573951.68,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPG,Invesco S&P 500 Equal Weight Energy ETF,78.97,-1.44764757,-1.16,Buy,20393,1610435.21,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPF,Invesco S&P 500 Equal Weight Financial ETF,52.9806,-0.5947735,-0.317,Buy,8683,460030.5498,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPE,Invesco ESG S&P 500 Equal Weight ETF,22.7064,-0.75527116,-0.1728,Sell,8,181.6512,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,43.98,-1.14632502,-0.51,Sell,31844,1400499.12,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSPC,Invesco S&P 500 Equal Weight Communication Services ETF,27.71,-0.63221008,-0.1763,Sell,5453,151102.63,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSP,Invesco S&P 500 Equal Weight ETF,147.58,-0.83988443,-1.25,Sell,3637677,536848371.66,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSLS,"ReShape Lifesciences, Inc.",0.745,-1.97368421,-0.015,Sell,51833,38615.585,2572073,,-64.2711,Health Technology,Medical Specialties
RSKD,Riskified Ltd.,4.43,-0.67264574,-0.03,Strong Sell,962895,4265624.85,729626835,,-0.4222,Technology Services,Packaged Software
RSI,"Rush Street Interactive, Inc.",5.16,-3.0075188,-0.16,Buy,618233,3190082.28,1145564978.0000002,,-0.4306,Consumer Services,Casinos/Gaming
RSHO,Tema ETF Trust Tema American Reshoring ETF,28.2549,-0.72310238,-0.2058,Sell,2,56.5098,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSG,"Republic Services, Inc.",150.14,-0.19941505,-0.3,Buy,1494063,224318618.82,47493179179,30.23480607,4.9737,Industrial Services,Environmental Services
RSF,RiverNorth Capital and Income Fund,15.2268,-0.21756225,-0.0332,Sell,3657,55684.4076,66824000,17.82997658,0.854,Miscellaneous,Investment Trusts/Mutual Funds
RSEE,Collaborative Investment Series Trust Rareview Systematic Equity ETF,26.0326,-1.10922863,-0.292,Sell,122,3175.9772,,,,Miscellaneous,Investment Trusts/Mutual Funds
RSBT,Return Stacked Bonds & Managed Futures ETF Return Stacked Bonds & Managed Futures ETF,17.93,-0.47182903,-0.085,Buy,5688,101985.84,,,,Miscellaneous,Investment Trusts/Mutual Funds
RS,Reliance Steel & Aluminum Co.,261.03,-1.8352074,-4.88,Sell,842559,219933175.77,15285147372,10.33708488,25.5937,Non-Energy Minerals,Steel
RRX,Regal Rexnord Corporation,151.34,-1.25921576,-1.93,Sell,589436,89205244.24,10035562622,40.71015467,3.7352,Producer Manufacturing,Industrial Machinery
RRR,"Red Rock Resorts, Inc.",44.47,0.22537751,0.1,Neutral,449724,19999226.28,4641629594,11.62219376,3.9096,Consumer Services,Hotels/Resorts/Cruise lines
RRH,Advocate Rising Rate Hedge ETF,24.27,-0.66794362,-0.1632,Sell,1535,37254.45,,,,Miscellaneous,Investment Trusts/Mutual Funds
RRGB,"Red Robin Gourmet Burgers, Inc.",9.94,-2.54901961,-0.26,Sell,436047,4334307.18,158334252,,-3.5158,Consumer Services,Restaurants
RRC,Range Resources Corporation,32.03,-3.6981359,-1.23,Neutral,5386062,172515565.86,7730506869,4.66080731,7.0024,Energy Minerals,Oil & Gas Production
RRBI,"Red River Bancshares, Inc.",47.86,-0.29166667,-0.14,Neutral,16976,812471.36,343398184,8.84478202,5.4222,Finance,Regional Banks
RRAC.U,Rigel Resource Acquisition Corp.,11.139,2.28650138,0.249,Strong Buy,1800,20050.2,348120205,,,Finance,Financial Conglomerates
RRAC,Rigel Resource Acquisition Corp.,10.86,0,0,Buy,1434,15573.24,348280555.1635191,41.76923077,0.26,Finance,Financial Conglomerates
RQI,Cohen & Steers Quality Income Realty Fund Inc,11.15,0.81374322,0.09,Sell,175877,1961028.55,1497450000,,-0.3582,Miscellaneous,Investment Trusts/Mutual Funds
RPV,Invesco S&P 500 Pure Value ETF,76.43,-0.35202086,-0.27,Neutral,78823,6024441.89,,,,Miscellaneous,Investment Trusts/Mutual Funds
RPTX,Repare Therapeutics Inc.,10.32,-1.14942529,-0.12,Buy,103389,1066974.48,434414652,,-0.069,Health Technology,Pharmaceuticals: Major
RPT/PD,RPT Realty 7.25%,53.18,0.10352941,0.055,Buy,6950,369601,983019242,74.61765119,0.7724,Finance,Real Estate Investment Trusts
RPT,RPT Realty,11.47,-0.94991364,-0.11,Buy,3846083,44114572.01000001,983019242,16.09372808,0.7724,Finance,Real Estate Investment Trusts
RPRX,Royalty Pharma plc,28.13,-2.19054242,-0.63,Strong Sell,4021515,113125216.95,16929269379.999998,49.78761062,0.5658,Health Technology,Pharmaceuticals: Major
RPM,RPM International Inc.,94.77,-1.83343692,-1.77,Sell,1428988,135425192.76,12233288766,25.53208686,3.7318,Process Industries,Industrial Specialties
RPID,"Rapid Micro Biosystems, Inc.",1.18,7.27272727,0.08,Buy,113365,133770.7,49951764.00000001,,-1.4202,Producer Manufacturing,Industrial Machinery
RPHS,Two Roads Shared Trust Regents Park Hedged Market Strategy ETF,8.85,-0.84033613,-0.075,Sell,74785,661847.25,,,,Miscellaneous,Investment Trusts/Mutual Funds
RPHM,"Reneo Pharmaceuticals, Inc.",7.33,1.66435506,0.12,Strong Buy,461725,3384444.25,247759780.00000003,,-2.3362,Health Technology,Biotechnology
RPG,Invesco S&P 500 Pure Growth ETF,30.86,-1.53158902,-0.48,Sell,83405,2573878.3,,,,Miscellaneous,Investment Trusts/Mutual Funds
RPD,"Rapid7, Inc.",45.91,-4.63232239,-2.23,Sell,1875210,86090891.1,2798970224,,-2.2181,Technology Services,Information Technology Services
RPAY,Repay Holdings Corporation,7.63,-3.17258883,-0.25,Sell,738637,5635800.31,1411517172,,-0.3594,Commercial Services,Miscellaneous Commercial Services
RPAR,RPAR Risk Parity ETF,18.43,-0.53966541,-0.1,Strong Sell,54324,1001191.32,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROYA,Tema ETF Trust Tema Global Royalties ETF,25.59,0.34349708,0.0876,Strong Buy,4100,104919,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROVR,"Rover Group, Inc.",6.43,0.78369906,0.05,Neutral,2742877,17636699.11,1169485947,,-0.0827,Retail Trade,Specialty Stores
ROUS,Hartford Multifactor U.S. Equity ETF,41.3466,-1.11189505,-0.4649,Sell,5648,233525.5968,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROST,"Ross Stores, Inc.",118.17,0.31409168,0.37,Buy,3672877,434023875.09,40016166708,25.06575598,4.741,Retail Trade,Apparel/Footwear Retail
ROSS.U,Ross Acquisition Corp II,10.85,-1.27388535,-0.14,Buy,1731,18781.35,161313444,,,Finance,Financial Conglomerates
ROSS,Ross Acquisition Corp II,10.75,-0.18662779,-0.0201,Buy,8501,91385.75,161313444,95.04862953,0.1131,Finance,Financial Conglomerates
ROSEU,Rose Hill Acquisition Corporation,12,-7.69230769,-1,Buy,100,1200,,,,Miscellaneous,Miscellaneous
ROSE,Rose Hill Acquisition Corporation,11.95,-0.41666667,-0.05,Buy,6366,76073.7,,,,Miscellaneous,Miscellaneous
ROSC,Hartford Multifactor Small Cap ETF,36.5015,-1.07163474,-0.3954,Sell,111,4051.6665,,,,Miscellaneous,Investment Trusts/Mutual Funds
RORO,ATAC US Rotation ETF,16.08,-0.61804697,-0.1,Strong Sell,3311,53240.88,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROP,"Roper Technologies, Inc.",495.81,-0.72283849,-3.61,Buy,725626,359772627.06,52908330748,42.4553021,11.7614,Technology Services,Packaged Software
ROOT,"Root, Inc.",10.55,-3.21100917,-0.35,Sell,83060,876283,152975002.99999997,,-14.748,Finance,Insurance Brokers/Services
ROOF,IQ CBRE NextGen Real Estate ETF,19.0049,-1.12789191,-0.2168,Sell,280,5321.372,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,25.68,-1.21253154,-0.3152,Sell,1727,44349.36,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROM,ProShares Ultra Technology,41.61,-3.96953612,-1.72,Sell,62339,2593925.79,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROL,"Rollins, Inc.",37.03,-0.10790397,-0.04,Sell,6595538,244232772.14,18249151391,46.74324665,0.7925,Consumer Services,Other Consumer Services
ROKU,"Roku, Inc.",76.26,-1.97943445,-1.54,Sell,4941058,376805083.0800001,10791384900,,-4.7227,Consumer Durables,Electronics/Appliances
ROKT,SPDR S&P Kensho Final Frontiers ETF,40.619,-0.55939776,-0.2285,Sell,641,26036.779,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROK,"Rockwell Automation, Inc.",285.2,-0.65486972,-1.88,Sell,1091896,311408739.2,32758099687,23.2398957,12.3408,Electronic Technology,Electronic Equipment/Instruments
ROIV,Roivant Sciences Ltd.,11.29,-1.74064404,-0.2,Neutral,22401008,252907380.32,8712969267,,-1.3397,Health Technology,Pharmaceuticals: Major
ROIC,Retail Opportunity Investments Corp.,13.9,-2.31904427,-0.33,Buy,3164419,43985424.1,1751452764,37.3254565,0.3734,Finance,Real Estate Investment Trusts
ROG,Rogers Corporation,140.7,1.52247637,2.11,Neutral,917071,129031889.69999997,2619277743.0000005,27.45258722,5.1539,Process Industries,Chemicals: Specialty
ROE,Astoria US Quality Kings ETF,23.8922,-1.3375399,-0.3239,Strong Sell,11986,286371.9092,,,,Miscellaneous,Investment Trusts/Mutual Funds
RODM,Hartford Multifactor Developed Markets (ex-US) ETF,26.43,-0.0567215,-0.015,Buy,128471,3395488.53,,,,Miscellaneous,Investment Trusts/Mutual Funds
RODE,Hartford Multifactor Diversified International ETF,25.8167,-0.16705401,-0.0432,Buy,50,1290.835,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROCLU,Roth CH Acquisition V Co.,11.07,4.92890995,0.52,Strong Buy,118,1306.26,61305919,,,Finance,Financial Conglomerates
ROCL,Roth CH Acquisition V Co.,10.5,0,0,Buy,107,1123.5,61393624.17739629,,-0.094,Finance,Financial Conglomerates
ROCK,"Gibraltar Industries, Inc.",69.93,-1.04712042,-0.74,Neutral,920689,64383781.77,2127526306.0000005,24.3956044,2.8776,Producer Manufacturing,Metal Fabrication
ROCI,ROC ETF,24.5652,-1.16596258,-0.2898,Sell,2,49.1304,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,41.6293,-1.00047562,-0.4207,Sell,56639,2357841.9227,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automation Index ETF,52,-0.66857689,-0.35,Sell,44018,2288936,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROAM,Hartford Multifactor Emerging Markets ETF,21.4718,-0.29301274,-0.0631,Buy,1396,29974.6328,,,,Miscellaneous,Investment Trusts/Mutual Funds
ROAD,"Construction Partners, Inc.",35.65,-1.76357123,-0.64,Buy,616506,21978438.9,1879711236,59.69524447,0.6022,Industrial Services,Engineering & Construction
RNXT,"RenovoRx, Inc.",1.66,9.93377483,0.15,Neutral,38843,64479.38,17750512,,-1.0493,Health Technology,Pharmaceuticals: Major
RNWZ,Listed Funds Trust TrueShares Eagle Global Renewable Energy Income ETF,22.0409,0.7657703,0.1675,Sell,10,220.409,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNW,ReNew Energy Global plc,5.97,-2.13114754,-0.13,Neutral,903783,5395584.51,2227034735,,-0.0549,Utilities,Alternative Power Generation
RNST,Renasant Corporation,26.22,-0.90702948,-0.24,Sell,740953,19427787.66,1471908528,8.81018783,2.9926,Finance,Regional Banks
RNSC,Small Cap US Equity Select ETF,26.2781,-0.94949114,-0.2519,Sell,3621,95153.0001,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNRG,Global X Renewable Energy Producers ETF,10.89,-0.77448747,-0.085,Sell,11633,126683.37,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNR/PG,"RenaissanceRe Holdings Ltd. Depositary Shares, each representing a 1/1,000th interest in a share of 4.20% Series G Preference Shares",16.7,-0.23894863,-0.04,Sell,11226,187474.2,10252685228,2.04451409,8.2446,Finance,Property/Casualty Insurance
RNR/PF,"RenaissanceRe Holdings Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 5.750% Series F Preference Share",21.54,-0.2315887,-0.05,Sell,17606,379233.24,10252685228,2.6370559,8.2446,Finance,Property/Casualty Insurance
RNR,RenaissanceRe Holdings Ltd.,200.32,0.13997201,0.28,Buy,472519,94655006.08,10252685228,24.52437502,8.2446,Finance,Property/Casualty Insurance
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc.",18.38,-0.05437738,-0.01,Sell,91037,1673260.06,874802000,,-0.309,Miscellaneous,Investment Trusts/Mutual Funds
RNMC,Mid Cap US Equity Select ETF,28.3467,-0.53789474,-0.1533,Sell,1447,41017.6749,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNLX,Renalytix plc,2.14,2.3923445,0.05,Sell,29181,62447.34,101377761.59139998,,-1.0193,Technology Services,Packaged Software
RNLC,Large Cap US Equity Select ETF,31.9744,-1.10755432,-0.3581,Sell,1173,37505.9712,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNGR,"Ranger Energy Services, Inc.",12.93,1.17370892,0.15,Strong Buy,287653,3719353.29,317065316,9.73937933,1.3469,Industrial Services,Oilfield Services/Equipment
RNG,"RingCentral, Inc.",29.92,-1.02547139,-0.31,Sell,1810979,54184491.68,2832962360.9999995,,-6.741,Technology Services,Packaged Software
RNEW,VanEck Green Infrastructure ETF,25.43,-0.78033554,-0.2,Sell,131,3331.33,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNEM,Emerging Markets Equity Select ETF,49.6053,-0.33092224,-0.1647,Buy,1047,51936.7491,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNDV,US Equity Dividend Select ETF,28.3897,-0.8791439,-0.2518,Strong Sell,5758,163467.8926,,,,Miscellaneous,Investment Trusts/Mutual Funds
RNAZ,"TransCode Therapeutics, Inc.",0.6686,-9.64864865,-0.0714,Strong Sell,399431,267059.5666,1354366,,-24.5037,Health Technology,Biotechnology
RNA,"Avidity Biosciences, Inc.",7.01,-3.84087791,-0.28,Sell,4242930,29742939.3,519414426,,-3.105,Health Technology,Biotechnology
RMTI,"Rockwell Medical, Inc.",2.075,-4.37788018,-0.095,Sell,436052,904807.9,59116050,,-0.8763,Health Technology,Medical Specialties
RMT,"Royce Micro-Cap Trust, Inc.",8.46,-1.05263158,-0.09,Sell,71022,600846.12,411507000,5.89958159,1.434,Miscellaneous,Investment Trusts/Mutual Funds
RMR,The RMR Group Inc.,25.07,-0.59476606,-0.15,Buy,175984,4411918.88,792517313,6.78888648,3.7032,Finance,Financial Conglomerates
RMPL/P,RiverNorth Capital and Income Fund 5.875%% Series A Term Preferred Stock $0.0001 par value per share,24.85,0,0,Sell,400,9940,,29.09836066,0.854,Miscellaneous,Investment Trusts/Mutual Funds
RMNI,"Rimini Street, Inc.",2.3,0,0,Sell,608218,1398901.4,204900091,49.04051173,0.0473,Technology Services,Information Technology Services
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc.",15.125,-1.14379085,-0.175,Strong Sell,6806,102940.75,,,,Miscellaneous,Investment Trusts/Mutual Funds
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",15.3,0.92348285,0.14,Buy,29891,457332.3,,,,Miscellaneous,Investment Trusts/Mutual Funds
RMIF,ETF Series Solutions LHA Risk-Managed Income ETF,25.31,0.21777866,0.055,Strong Buy,2969,75145.39,,,,Miscellaneous,Investment Trusts/Mutual Funds
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",16.03,1.00819156,0.16,Neutral,2136,34240.08,102184000,26.88244172,0.5963,Finance,Financial Conglomerates
RMGCU,RMG Acquisition Corp. III,10.4899,-0.66382576,-0.0701,Sell,600,6293.94,134861350,,,Finance,Financial Conglomerates
RMGC,RMG Acquisition Corp. III,10.55,-0.47169811,-0.05,Sell,113,1192.15,134098703.3459001,,-0.3415,Finance,Financial Conglomerates
RMD,ResMed Inc.,145.39,-1.52397724,-2.25,Sell,2391300,347671106.99999994,21382712375,23.87277922,6.1152,Health Technology,Medical Specialties
RMCF,"Rocky Mountain Chocolate Factory, Inc.",4.89,-2.7833002,-0.14,Strong Sell,8725,42665.25,30773307,,-1.1264,Consumer Non-Durables,Food: Specialty/Candy
RMBS,"Rambus, Inc.",55.55,-6.30797774,-3.74,Sell,7867157,437020571.35,6062253484,32.77092797,1.7359,Electronic Technology,Semiconductors
