,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
443,CFG,-24.98,48.13,-4.4,-2.6,6,,2.5,33,5.4,51.85,14.6,-10.22,49.63,,,,,,,,,,,,0.38,6.01,,,3.36,,,3.68,2.15,,,6.01,6.94,15.84,-0.95,1.83,,,,,26.4,,,0.63,6.35,6.35,2.44,1.62,,0.54,0.08,,2.53,0.54,,,,2.46,2.82,,0.35,1.02,,1.01,,,9.58,,,,-43.64,8.06,,,9,"Citizens Financial Group, Inc.",27.96,-1.0965688,-0.31,Sell,9556800,267208128.0,13205351078.0,6.3470444,4.4229,Finance,Major Banks
444,CFLT,25.13,43.7,-8.9,,,-55.5,-53.4,-24.2,46.3,32.72,,49.77,40.69,3.52,,4.36,1.66,5.05,,20.97,77.19,-2.35,1.47,Grey,,,-19.54,-19.99,-48.32,227.83,157.36,9.12,13.86,-5.12,0.33,,136.99,,,28.99,67.37,N/A,,N/A,-69.87,WACC vs ROIC,-70.91,12.52,,,,14.16,4/9,,,,,,,33.87,16.59,,,,,13.3,5.05,-20.59,-886.19,-25.26,-61.97,,-97.83,Beneish M-Score,-2.54,,ROIC,,,"Confluent, Inc.",32.18,-3.94029851,-1.32,Sell,7177816,230982118.88,9731927736.0,,-1.6504,Technology Services,Packaged Software
445,CFR,-30.32,45.36,-0.9,-8.2,5,,8.8,12.6,6.8,62.46,5.07,-7.4,51.41,,,,,,,,,,,,0.33,3.68,,,-0.81,,,3.29,-0.25,,,3.68,12.5,6.74,0.2,5.91,,,,,35.87,,,1.9,9,9,5.29,3.18,,0.65,0.52,,10.51,0.98,0.65,,,8.26,11.51,,0.78,2.38,,1.36,,,21.69,,,,4.91,13.56,,,10,"Cullen/Frost Bankers, Inc.",96.02,-0.0936427,-0.09,Sell,1096685,105303693.7,6157100606.000001,9.01934999,10.6934,Finance,Regional Banks
446,CG,-3.15,62.51,-1.4,112.8,-3.4,,5.9,,-25.3,74.86,3.48,-0.52,68.49,,,,,,,,,,,,1.18,4.02,,,-28.01,15.4,13.71,5.34,8.15,,,4.17,8.42,17.14,-0.08,8.25,,,,,16.21,,,2.02,29.69,29.69,0.41,4.72,,,,,,1.76,3.36,,,,,1.19,5.05,2.35,,1.92,,,6.73,,,,4.73,14.04,,,9,The Carlyle Group Inc.,33.55,2.6621787,0.87,Strong Buy,3149130,105653311.5,12076393282.0,30.06811256,1.1292,Finance,Investment Managers
447,CGAU,40.38,51.56,9.4,6.7,,-23.6,,,-11,64.62,3.55,-4.73,55.56,2.39,,1.93,86.04,3.94,139.09,70.63,40.04,-0.03,,Grey,,3.54,-3.24,-4.7,-5.3,,,0.79,1.05,-30.86,0.78,3.52,8.45,15.82,,-4.67,9.63,,,,-34.84,WACC vs ROIC,-15.31,0.77,,,,1.66,3/9,,,,,,0.95,,3.68,,,,0.43,0.77,2.58,-11.96,-17.48,-12.3,-15.16,,-7.87,Beneish M-Score,6.24,45,ROIC,,6,Centerra Gold Inc.,5.85,2.45183888,0.14,Buy,84772,495916.2,1269907489.9431818,,-1.2726728,Non-Energy Minerals,Precious Metals
448,CGNX,13.19,33.07,,2,8.9,19.9,2,-1.1,11.6,41.44,1,-0.5,34.52,10.18,,2.04,5.27,3.98,171.22,36.21,56.03,0.34,0.05,Grey,0.28,0.64,38.14,34.55,38.27,30.47,27.94,7.73,8.1,2.62,0.74,0.64,33.44,9.23,,1.8,72.28,N/A,,N/A,19.31,WACC vs ROIC,21.22,5.1,44.21,44.21,9.41,8.56,6/9,2.1,2.16,,40.34,3.47,0.81,,37.41,36.76,59.64,6.98,2.27,6.14,3.28,8.82,67.67,10.72,12.06,,11.78,Beneish M-Score,1.37,35.3,ROIC,,10,Cognex Corporation,43.77,0.34387895,0.15,Sell,2418731,105867855.87,7541269332.000001,44.05193237,0.9982,Electronic Technology,Electronic Equipment/Instruments
449,CHCO,7.46,42.04,3.2,-1.1,4.3,,7.9,7.6,6.4,40.89,4.02,-0.46,41.62,,,,,,,,,,,,0.33,2.88,,,9.22,,,5.37,4.38,,,2.88,12.9,10.32,,,,,,,41.18,,,2.14,11.77,11.77,2.31,4.8,,0.76,0.69,,9.94,1.23,0.88,,,9.75,10.22,,0.87,2.88,,1.89,,,19.15,,,,9.9,16.26,,,10,City Holding Company,90.27,-1.49498036,-1.37,Sell,352404,31811509.08,1354650759.0000002,11.76401595,7.6859,Finance,Major Banks
450,CHD,22.26,49.55,0.2,9.6,4.9,-6,-11.7,-2.9,8.1,45.12,1.53,9.28,49.25,5.01,,0.35,0.17,1.41,75.02,75.14,27.31,2.73,0.62,Grey,0.59,1.13,38.69,28.93,28.99,22.1,17.87,4.24,4.52,2.58,0.46,1.14,28.01,5.35,7.82,4.58,42.81,5.81,,,7.93,WACC vs ROIC,11.37,5.99,53.2,53.2,16.12,4.17,5/9,3.81,1.77,,26.68,,1.1,,,21.64,45.41,,2.06,,0.8,5.34,82.8,9.35,12.2,,7.35,Beneish M-Score,0.64,35.01,ROIC,,10,"Church & Dwight Company, Inc.",95.22,-0.39748954,-0.38,Neutral,2241257,213412491.54,23428593908.0,52.89706127,1.8308,Consumer Non-Durables,Household/Personal Care
451,CHDN,23.61,40.76,2,4.8,7.1,35.8,49.2,-12.6,12.8,45.24,0.42,2.72,40.47,1.79,,0.58,0.08,0.9,,34.53,8.32,5.45,5.41,Grey,0.08,0.3,18.87,15.57,-306.78,,,,6.02,5.3,0.13,0.3,,20.96,,,32.16,2.33,,,16.28,WACC vs ROIC,23.47,10.49,25.63,25.63,1.01,4.17,6/9,0.9,,,,,0.99,,,16.37,30.34,1.03,4.53,,0.9,6.29,31.61,13.78,53.64,,7.22,Beneish M-Score,-18.36,50.24,ROIC,,9,"Churchill Downs, Incorporated",119.57,0.06695121,0.08,Sell,849659,101593726.63,8952102209.0,25.66871324,4.7368,Consumer Services,Movies/Entertainment
452,CHE,6.44,53.07,2.3,5.6,6.1,11.4,7.5,3.7,6.4,74.25,0.41,-0.7,60.51,12.56,,0.53,1.14,1.11,2.72,13.9,22.42,0.39,0.15,Grey,0.1,0.3,24.76,20.74,27.18,17.18,15.4,3.25,3.46,4.04,0.63,0.31,22.88,15.95,10,3.88,34.1,61.3,,,10.36,WACC vs ROIC,14.56,8.08,34.15,34.15,1.6,3.51,6/9,1.28,1.05,,27.7,6.51,1.18,,,22.46,31.46,2.76,2.3,27.92,1.08,16.07,92.51,27.38,28.05,,18.06,Beneish M-Score,1.52,39.28,ROIC,,10,Chemed Corp,512.26,1.26317038,6.39,Buy,188610,96617358.6,7723149072.0,34.15658714,15.147,Health Services,Hospital/Nursing Management
453,CHEF,-15.76,43.62,-8.4,-2.1,,7.9,-3.4,,8.4,65.7,,-9.64,51.47,2.92,,0.18,0.07,2.14,37.09,25.64,29.95,6.82,2.17,Grey,,,22.4,14.79,-63.61,,,0.84,0.65,4.46,0.26,,,-1,,,23.68,1.56,,,0.68,WACC vs ROIC,2.92,2.69,54.06,54.06,,0.38,5/9,,,,,,0.64,,,101.84,,,3.67,,1.26,1.46,14.16,7.8,5.21,,5.25,Beneish M-Score,-19.03,110.19,ROIC,,8,"The Chefs' Warehouse, Inc.",28.65,0.0349162,0.01,Sell,598236,17139461.4,1136422043.0,64.78968792,0.554,Distribution Services,Food Distributors
454,CHGG,-57.26,45.82,-1.3,29.1,,33,,19.6,14.1,33.48,,-39.24,42.02,1.51,,2.7,0.49,3.13,,24.63,10.37,3.23,0.76,Grey,,,10.95,6.39,9.27,-85.91,,2.15,2.1,9.13,0.53,,8.54,30.02,20,-2.7,73.91,,,,37.85,WACC vs ROIC,-3.63,1.09,8.54,8.54,0.07,1.84,7/9,,,,7.98,1.13,0.38,,,5.45,8.3,0.34,0.51,3.35,3.13,11.83,63.98,6.38,27.89,,-3.7,Beneish M-Score,71.45,,ROIC,,1,"Chegg, Inc.",9.82,-1.99600798,-0.2,Strong Sell,2138677,21001808.14,1132455023.0,6.06098013,2.2355,Commercial Services,Miscellaneous Commercial Services
455,CHH,13.84,44.89,2.1,,3,15.9,14.6,10.2,8.3,40.49,0.67,19.3,42.39,4.26,,0.09,0.03,0.86,,50.27,54.75,2.83,26.65,Grey,0.19,0.84,17.83,15.19,31.88,15.48,14.09,6.18,5.09,5.61,0.03,0.92,18.83,14.95,12.3,-1.76,46.2,7.99,,,19.27,WACC vs ROIC,26.76,116.14,22.56,22.56,2.69,4.31,5/9,1.48,2.17,,27.28,,0.95,,,19.91,21.47,1.9,2.38,,0.86,13.94,92.6,26.08,154.62,,16.8,Beneish M-Score,1.36,32.66,ROIC,,10,"Choice Hotels International, Inc.",125.43,-0.83017078,-1.05,Neutral,704765,88398673.95,6318861630.0,22.54434998,5.6078,Consumer Services,Hotels/Resorts/Cruise lines
456,CHK,-20,45.89,-140,-37.7,,-48.1,,,-57.5,28.84,7.26,15.64,40.13,4.32,,0.55,0.43,1.34,,30.51,32.7,0.29,0.2,Grey,0.19,7.26,2.29,1.77,7.64,9.93,4.52,2.78,1.1,43.67,0.72,7.26,13.81,-2532.24,12,,42.35,30.2,,,53.17,WACC vs ROIC,40.63,1.09,2.01,2.01,,1.08,8/9,,,,7.41,0.31,,,,3.27,1.69,,0.85,1.09,1.34,43.07,49.69,48.63,74.4,,38.5,Beneish M-Score,12.49,,ROIC,,4,Chesapeake Energy Corporation,85.45,-2.37632812,-2.08,Sell,2615378,223484050.1,11309855240.0,2.01312714,46.6883,Energy Minerals,Integrated Oil
457,CHKP,7.6,60.88,4.8,-1.6,,7,5.1,6.3,12,64.98,,2.52,62.38,7.9,,0.9,No Debt,1.17,,36.81,63.54,,,Grey,,,15.96,15.32,13.67,13.82,13.57,5.68,6.03,6.27,0.52,,15.48,11.87,8.16,4.13,87.62,498.06,,,35.43,WACC vs ROIC,37.81,5.63,19.74,19.74,3.53,6.95,8/9,1.37,1.02,,15.8,3.01,0.77,,,15.55,18.14,3.28,0.98,10.35,1.17,15.09,1098.65,23.33,28.83,,16.49,Beneish M-Score,9.03,22.94,ROIC,,10,Check Point Software Technologies Ltd.,136.02,0.13250883,0.18,Buy,1021334,138921850.68,16426043746.0,19.76201892,6.9448,Technology Services,Internet Software/Services
458,CHPT,-60.57,29.48,-7.8,,,-27.9,-28.2,-31.6,38.5,27.71,,-18.03,28.01,-0.32,,0.69,0.74,2.03,68.67,48.44,99.96,-0.96,1.15,Grey,,,-6.34,-6.85,-6.58,-7.85,-6.95,3.45,4.04,-15.77,0.26,,,,,49.69,15.63,,,,-65.83,WACC vs ROIC,-65.3,7.21,,,,3.72,4/9,,,,,,,,,,,,,,1.61,-35,-299.79,-46.03,-108.94,,-65.33,Beneish M-Score,-9.58,,ROIC,,,"ChargePoint Holdings, Inc.",5.62,-7.10743802,-0.43,Strong Sell,17868614,100421610.68,2023503358.0,,-1.0551,Retail Trade,Specialty Stores
459,CHRD,7.83,48.73,-27.5,-14.7,,23.4,,231.8,5.4,39.86,8.24,24.01,45.48,4.26,,0.18,0.41,0.96,9.33,2.86,53.2,0.21,0.11,Grey,0.25,8.25,3.54,2.77,5.34,,,,1.75,28.25,0.74,8.25,,,,,44.86,52.09,,,44.17,WACC vs ROIC,38.35,1.36,3.87,3.74,,1.7,7/9,,,,5.26,0.48,,,,3.19,,,,1.36,0.9,30.12,47.66,43.23,44.47,,26.94,Beneish M-Score,11.73,,ROIC,,2,Chord Energy Corporation,158.23,-2.0247678,-3.27,Sell,1012213,160162462.98999998,6571408628.0,3.86277305,42.7792,Energy Minerals,Integrated Oil
460,CHRW,-12.23,47.25,4.8,-2.1,4,18.3,20.9,29.2,20.4,71.01,3.29,-3.11,53.71,7.27,,0.08,0.1,1.11,,30.28,59.09,2.49,1.51,Grey,0.53,2.69,16.55,14.64,6.99,17.06,15.04,0.65,0.61,6.04,0.26,2.69,20.12,15.06,-4.29,-6.14,6.87,7.1,,,2.66,WACC vs ROIC,3.71,7.6,20.81,20.81,2.15,0.54,5/9,1.51,0.54,,6.29,,0.74,,,5.9,6.24,2.33,1.13,,1.11,8.56,45.56,24.31,34.01,,15.75,Beneish M-Score,3.96,17.89,ROIC,,10,"C.H. Robinson Worldwide, Inc.",90.54,0.72310602,0.65,Neutral,2382465,215708381.10000005,10541695981.0,20.84158188,4.4032,Transportation,Air Freight/Couriers
461,CHT,-2.68,45.97,,0.4,1,4,3.3,-3.9,1.3,50.57,3.62,-4.43,47.75,4.55,,0.74,1.58,1.26,39.47,31.99,37.43,0.49,0.12,Grey,0.96,4.06,17.8,9.78,20.24,,,,3.92,5.62,0.68,4.06,,7.09,,,36.8,164.3,,,16.99,WACC vs ROIC,22.16,2.49,23.29,23.29,11.09,4.17,9/9,,,,20.85,1.84,1.1,,,11.75,21.09,,1.47,3.14,1.11,7.13,16.13,10.74,9.95,,8.89,Beneish M-Score,3.73,20.12,ROIC,,10,"Chunghwa Telecom Co., Ltd.",36.42,-0.08230453,-0.03,Sell,343984,12527897.28,28516275590.520023,23.25819018,1.5673,Communications,Major Telecommunications
462,CHTR,13.85,63.81,10.1,-26.4,,20.8,60.4,21.7,17.1,73.3,,25.19,66.02,0.76,,0.04,0.01,0.33,,9.56,19.08,4.76,9.39,Grey,,,13.87,7.99,40.22,11.48,7.15,2.92,3.02,7.21,0.07,,10.29,25.5,29.28,2.11,45.33,2.51,,,8.48,WACC vs ROIC,22.78,6.41,15.05,15.05,0.78,1.28,6/9,0.68,0.55,,17.1,,0.59,,,4.87,14.55,0.79,0.8,,0.33,3.2,33.1,8.98,48.41,,6.69,Beneish M-Score,-6.5,27.05,ROIC,,7,"Charter Communications, Inc.",447.95,-0.31599795,-1.42,Buy,2066310,925603564.5,67045101736.0,15.05076841,30.182,Consumer Services,Cable/Satellite TV
463,CHWY,-19.56,16.45,-2,,,,,,24.7,6.4,,-23.17,12.36,4.96,,0.45,1.85,0.93,33.3,50.02,4.81,3,1.34,Grey,,,144.29,53.61,25.71,-233.25,40.1,0.73,0.81,0.69,0.13,,60.98,,74.07,10.22,28.31,12.18,,,0.46,WACC vs ROIC,0.2,23.71,167.92,167.92,,0.85,7/9,,,,25.5,14.09,,,,16.52,51.52,,,26.51,0.56,1.9,6.69,7.97,21.69,,1.99,Beneish M-Score,-0.5,,ROIC,,1,"Chewy, Inc.",20.15,-5.26563235,-1.12,Strong Sell,13043188,262820238.2,8671154784.0,175.2173913,0.116,Retail Trade,Internet Retail
464,CHX,64.91,58.52,-36.8,-13.8,,-6,3.8,,8,49.59,0.85,40.77,55.75,4.32,,0.32,0.39,1.82,74.89,65.73,54.32,1.11,0.39,Grey,0.26,0.86,20.8,12.68,16.08,12.28,9.06,1.83,2.01,4.81,0.52,0.91,16.56,,23.35,5.11,26.91,8.4,,,6.45,WACC vs ROIC,10.84,4.26,30.28,30.28,,1.91,8/9,,,,15.46,3.54,,,,12.64,17.39,,2.31,9.34,1.09,7.4,28.62,14.59,14.5,,13.12,Beneish M-Score,6.43,,ROIC,,6,ChampionX Corporation,37.25,-0.58713638,-0.22,Buy,4096481,152593917.25,7322676117.000001,30.16682864,1.2617,Process Industries,Chemicals: Specialty
465,CI,-0.23,50.87,7.1,7.3,382,8.5,16.6,1.9,12.4,52.66,353.87,7,52.01,,,,,,,,,,,,0.22,1.7,11.07,8.47,9.37,10.69,9.15,0.46,0.57,9.03,,1.74,10.01,27.89,11.43,8.72,,,,,3.58,,,1.84,12.9,12.9,0.7,0.46,,,,,7.45,,0.6,,,6.6,6.27,0.62,0.6,,,4.5,,,14.74,,7.17,,4.26,18.94,,,10,The Cigna Group,283.22,-0.03176732,-0.09,Buy,1595034,451745529.48,83827493646.00002,12.90396067,22.2294,Health Services,Managed Health Care
466,CIB,-4.54,55.05,,13.3,41.9,,29.2,-34.5,15.5,74.92,12.36,20.08,61.38,,,,,,,,,,,,0.44,9.41,,,13.69,,,2.15,1.7,,,9.41,5.07,29.14,,7.64,,,,,23.24,,,0.71,4.76,4.76,0.47,0.95,,0.41,0.34,,8.54,0.41,0.43,,,3.92,6.7,0.39,0.29,0.94,,1.91,,,17.68,,,,-14.26,7.06,,,10,BanColombia S.A.,27.62,0.47289924,0.13,Buy,558265,15419279.3,7492960113.00654,8.8502948,3.1208,Finance,Major Banks
467,CIEN,-0.38,67.33,1.3,9.1,,-6.8,-14.7,,1.7,65.56,,-15.55,68.59,2.28,,1.3,0.78,3.95,159.32,69.04,83.09,3.01,0.55,Grey,,,19.26,14.2,-51.09,11.34,9.72,1.62,1.8,5.19,0.52,,14.51,9.26,,7.88,43.19,4.86,,,5.23,WACC vs ROIC,8.92,2.46,32.98,32.98,3.51,1.72,5/9,,,,,2.16,1.11,,7.01,,,4.79,1.59,3.18,2.71,4.08,25.31,8.94,7.86,,7.08,Beneish M-Score,-4.23,28.21,ROIC,,7,Ciena Corporation,48.81,-0.55012225,-0.27,Buy,2376020,115973536.2,7216185865.0,33.01095631,1.4835,Electronic Technology,Telecommunications Equipment
468,CIG,5.38,64.31,,10.6,74.6,4.6,11.3,83,10.6,83.71,156.19,15.2,71.9,1.88,,0.44,0.37,1.34,0.39,35.28,46.9,1.48,0.52,Grey,0.49,5.65,5.1,4.54,7.17,8.35,6.5,1.1,1.03,19.61,0.43,5.65,8.75,24.34,,3.19,18.1,,,,14.36,WACC vs ROIC,-5.32,1.89,5.64,5.64,0.34,1.23,8/9,,,,7.76,1.37,1.3,,,7.02,2.95,0.56,0.86,4.92,1.34,9.69,268.96,17.17,23.86,,-3.65,Beneish M-Score,4.2,11.86,ROIC,,10,Comp En De Mn Cemig,2.61,1.1627907,0.03,Strong Buy,3840542,10023814.62,6860799580.125,5.66775244,0.4605,Utilities,Electric Utilities
469,CIG.C,16.48,60.92,,10.6,74.6,4.6,11.3,83,10.6,79.96,95.54,34.87,67.16,1.88,,0.44,0.37,1.34,0.39,35.28,46.9,1.48,0.52,Grey,0.49,3.46,7.81,6.95,7.17,8.35,6.5,1.1,1.58,12.8,0.43,3.46,14.29,24.34,,3.19,18.1,,,,14.36,WACC vs ROIC,-5.32,1.92,9.2,9.2,0.56,1.26,8/9,,,,7.9,1.39,1.32,,,7.11,2.99,0.57,0.87,5.01,1.34,9.69,268.96,17.17,23.86,,-3.65,Beneish M-Score,4.2,12.17,ROIC,,10,Comp En De Mn Cemig,4.26,2.89855072,0.12,Strong Buy,68921,293603.46,6860799580.125,9.25081433,0.4605,Utilities,Electric Utilities
470,CIGI,-4.81,49.05,-2.5,-2.9,45.7,15.4,-25,,11.2,31.25,0.81,1.94,42.39,1.85,,0.13,0.08,1.04,14.43,65.08,45.86,4.4,3.05,Grey,1.67,0.27,25.1,14.97,37.88,,,1.51,1.67,3.98,0.14,0.27,13.91,17.61,,3.54,39.62,4.71,,,0.17,WACC vs ROIC,8.63,7.48,741.53,741.53,,1.12,6/9,,,,25.51,,1.13,,,17.59,,,2.19,,1.01,0.15,58.1,8.17,1.4,,5.84,Beneish M-Score,-17.81,271.29,ROIC,,8,Colliers International Group Inc. - Subordinate Voting Shares,111.23,-1.42679901,-1.61,Sell,81743,9092273.89,5247762028.111482,954.3150518,0.167854,Finance,Real Estate Development
471,CIM,-27.67,60.04,-7.4,-18.3,-17.6,,,59.2,,71.18,7.49,4.27,64.6,,,,,,,,,,,,,14.31,,,58.67,,,38.55,123.5,,,11.84,9.31,5.51,,,,,,,4.58,,,0.53,,,,14.75,,,,434.27,6.97,,,,,6.97,,,0.28,0.53,,0.03,,,0.16,,,,70.23,3.49,,,9,Chimera Investment Corporation,6.08,-0.32786885,-0.02,Buy,4309131,26199516.48,1378631633.0,,-0.2995,Finance,Real Estate Investment Trusts
472,CINF,5.84,56.89,1.2,3.4,7.2,,,21.4,-4.9,58.25,3.69,-1.75,58.02,,,,,,,,,,,,0.34,2.74,10.12,9.44,8.13,,,1.97,1.83,9.88,,2.8,16.5,10.69,,-3.73,,,,,14.45,,,1.52,12.52,12.52,,1.81,,,,,8.04,0.92,0.85,,,7.99,5.77,,0.73,1.52,,4.55,,,12.95,,4.85,,4.09,15.2,,,9,Cincinnati Financial Corporation,107.19,-1.15271118,-1.25,Buy,1120305,120085492.95,16813411680.000002,12.52658642,8.6351,Finance,Multi-Line Insurance
473,CIR,222.6,66.21,-0.8,-26.5,,4.5,,,-7.1,77.71,,108.31,65.67,1.95,,0.29,0.11,2.29,100.24,53.25,46.46,3.6,3.58,Grey,,,16.38,10.67,-95.46,,,,1.98,6.11,0.15,,,-17.46,,,34.83,1.24,,,3.4,WACC vs ROIC,9.07,7.43,40.72,40.72,,1.38,7/9,,,,,,1.34,,,169.04,79.47,,54.16,,1.46,2.78,27.95,12.2,19.98,,6.66,Beneish M-Score,-1.45,,ROIC,,6,"CIRCOR International, Inc.",55.78,0.05381166,0.03,Buy,837034,46689756.52,1137452766.0000002,40.7987127,1.3721,Producer Manufacturing,Industrial Machinery
474,CIVI,21.3,59.43,-60.3,11.7,,60.3,65.1,,43,48.68,5.81,27.37,56.07,2.08,,2.21,0.87,2.8,5.75,145.52,48.53,1.38,0.62,Grey,0.29,5.84,5.89,3.64,8.63,4.03,2.33,1.68,2.61,16.98,0.5,8.36,5.59,24.4,,73.72,57.38,62.91,,,32.8,WACC vs ROIC,42.65,1.33,6.82,6.82,,2.23,5/9,,,,7.48,0.63,,,,3.38,3.6,0.27,1.08,1.33,2.8,12.58,21.08,20.02,19.97,,14.8,Beneish M-Score,-5.56,,ROIC,,5,"Civitas Resources, Inc.",83.24,-0.07202881,-0.06,Buy,10883019,905902501.56,7804637629.000001,6.82160886,12.2914,Energy Minerals,Integrated Oil
475,CL,-0.78,44.49,1,52.2,2.8,-4.8,-8.2,-12,5.5,48.99,2.98,2.34,46.26,6.14,,0.18,0.09,1.17,93.42,70.25,29.96,2.56,-140.45,Grey,1.06,2.6,23.21,19.62,29.24,16.17,13.98,3.43,3.69,4.31,,2.62,21.28,1.21,8.81,4.05,56.87,17.83,,,8.02,WACC vs ROIC,19.76,,40.65,40.65,,3.3,5/9,,,,25.94,,0.86,,,19.67,42.13,,2.44,,0.73,9.34,68.43,25.5,667.71,,22.91,Beneish M-Score,3.09,24.89,ROIC,,10,Colgate-Palmolive Company,73.17,-0.39477267,-0.29,Sell,5597119,409541197.23,60489017613.0,40.79732367,1.7982,Consumer Non-Durables,Household/Personal Care
476,CLB,39.94,50.3,-1.6,-0.4,-73.7,-22.3,-41.6,-40.7,-11.3,45.99,,22.42,49.28,3.36,,0.17,0.07,2.38,49.86,33.27,74.9,3.62,1.2,Grey,0.08,0.16,28.38,21.12,216.75,16.08,13.54,2.34,2.73,3.52,0.33,0.16,20.88,-4.97,42.32,5.78,17.48,3.67,,,4.72,WACC vs ROIC,9.02,5.93,49.66,49.66,,2.3,7/9,,,,178.63,5.37,0.48,,,69.93,,,1.75,13.07,1.68,4.08,18.75,9.99,13.34,,6.1,Beneish M-Score,2.41,10.61,ROIC,,9,Core Laboratories Inc.,24.83,0.04029009,0.01,Buy,916244,22750338.52,1159074539.0,29.72940613,0.8483,Energy Minerals,Oil & Gas Production
477,CLBK,-18.11,40.29,1.4,3.8,,,18.2,286.6,15.1,42.31,,-1.73,40.04,,,,,,,,,,,,,,,,31.1,,,,10.11,,,,,7.5,,,,,,,23.17,,,1.7,27.38,27.38,1.83,6.35,,,,,19.37,1.53,,,,17.87,26.79,,1.25,1.93,,0.62,,,6.05,,,,-31.44,,,,7,"Columbia Financial, Inc.",16.45,-1.67364017,-0.28,Sell,640080,10529316.0,1733376912.0,27.68894126,0.5974,Finance,Savings Banks
478,CLBT,72.2,43.71,-1,6.8,,54.9,,3.6,14.7,33.89,,33.22,38.45,3.89,,1.16,17.46,1.65,69.87,32.24,90.72,0.59,0.77,Grey,,,90.89,52.32,21.23,,,3.04,4.13,1.1,0.04,,,,,,82.25,0.18,,,-13.89,WACC vs ROIC,4.55,82.11,,,,4.82,6/9,,,,25.05,,,,,22.36,,,,,1.6,-10.62,51.21,7.1,-95.16,,6.08,Beneish M-Score,,,ROIC,,3,Cellebrite DI Ltd.,7.39,1.51098901,0.11,Sell,392757,2902474.23,1458548338.0,,-0.2147,Technology Services,Packaged Software
479,CLDX,3.7,39.03,-40.6,7.6,,13.4,11.9,11.5,-41.2,47.38,,-28.16,42.11,30.36,,16.15,77.63,16.93,,,46.31,-0.03,0.01,Grey,,,-8.95,-9.16,-9.49,-6.54,-6.54,306.14,333.4,-11.17,0.93,,,,,,,N/A,,N/A,-3475.7,WACC vs ROIC,-3725.25,4.76,,,,405.09,5/9,,,,,,4.39,5.72,5.44,,,,,5.27,16.93,-32.35,-1612.85,-36.68,-34.98,,-324.41,Beneish M-Score,-0.03,,ROIC,,,"Celldex Therapeutics, Inc.",27.95,-0.95676825,-0.27,Sell,1216565,34002991.75,1320939486.0,,-2.4002,Health Services,Medical/Nursing Services
480,CLF,2.17,41.14,-23.9,125.4,,50,34.8,,84.3,41.92,,-11.89,40.89,2.13,,0.01,0.01,2.1,90.99,39.84,37.66,2.4,0.51,Grey,,,16.66,6.87,10.53,9.14,5.09,0.52,0.52,6,0.43,,7.33,28.52,,,4.69,1.58,,,1.04,WACC vs ROIC,2.1,0.94,32.48,32.48,0.83,0.34,5/9,,,,6.85,1.28,0.43,,,3.92,5.31,1.3,0.49,1.14,0.72,1.19,5.18,4.4,3.09,,1.99,Beneish M-Score,13.16,,ROIC,,7,Cleveland-Cliffs Inc.,14.29,-2.25718194,-0.33,Sell,15489733,221348284.57,7269067603.0,32.44777475,0.4434,Non-Energy Minerals,Steel
